Ticker,Name,Sector,Asset Class,Market Value,Weight (%),Notional Value,Quantity,Price,Location,Exchange,Currency,FX Rate,Market Currency,Accrual Date
"TAL","TAL EDUCATION GROUP ADR REPTG","Consumer Discretionary","Equity","8,228,500.56","0.05","8,228,500.56","833,688.00","9.87","China","New York Stock Exchange Inc.","USD","1.00","USD","-"
"KOFUBL","COCA-COLA FEMSA CLASS UBL UNITS","Consumer Staples","Equity","8,191,037.01","0.05","8,191,037.01","1,074,869.00","7.62","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"GFINBURO","GRUPO FINANCIERO INBURSA SRIES O","Financials","Equity","8,188,380.91","0.05","8,188,380.91","3,815,649.00","2.15","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"9626","BILIBILI INC","Communication","Equity","8,170,362.40","0.05","8,170,362.40","472,494.00","17.29","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"GGBR4","GERDAU PREF SA","Materials","Equity","8,150,130.82","0.05","8,150,130.82","2,832,886.00","2.88","Brazil","XBSP","USD","6.04","BRL","-"
"ABB","ABB INDIA LTD","Industrials","Equity","8,145,319.13","0.05","8,145,319.13","108,076.00","75.37","India","National Stock Exchange Of India","USD","86.61","INR","-"
"MARICO","MARICO LTD","Consumer Staples","Equity","8,137,990.97","0.05","8,137,990.97","1,060,854.00","7.67","India","National Stock Exchange Of India","USD","86.61","INR","-"
"TUPRS.E","TURKIYE PETROL RAFINERILERI A","Energy","Equity","8,119,035.69","0.05","8,119,035.69","1,949,432.00","4.16","Turkey","Istanbul Stock Exchange","USD","35.56","TRY","-"
"005387","HYUNDAI MOTOR S2 PREF","Consumer Discretionary","Equity","8,086,977.40","0.05","8,086,977.40","73,685.00","109.75","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"BZ","KANZHUN AMERICAN DEPOSITORY SHARES","Communication","Equity","8,087,843.92","0.05","8,087,843.92","550,568.00","14.69","China","NASDAQ","USD","1.00","USD","-"
"VOLTAS","VOLTAS LTD","Industrials","Equity","8,082,289.15","0.05","8,082,289.15","438,340.00","18.44","India","National Stock Exchange Of India","USD","86.61","INR","-"
"MYTIL","METLEN ENERGY & METALS SA","Industrials","Equity","8,055,970.19","0.05","8,055,970.19","236,987.00","33.99","Greece","Athens Exchange S.A. Cash Market","USD","0.97","EUR","-"
"HINDPETRO","HINDUSTAN PETROLEUM CORP LTD","Energy","Equity","8,053,009.89","0.05","8,053,009.89","1,943,358.00","4.14","India","National Stock Exchange Of India","USD","86.61","INR","-"
"285","BYD ELECTRONIC (INTERNATIONAL) LTD","Information Technology","Equity","8,034,628.95","0.05","8,034,628.95","1,641,500.00","4.89","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"REM","REMGRO LTD","Financials","Equity","8,026,792.12","0.05","8,026,792.12","1,024,158.00","7.84","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"BPI","BANK OF THE PHILIPPINE ISLANDS","Financials","Equity","7,981,617.62","0.05","7,981,617.62","3,852,198.00","2.07","Philippines","Philippine Stock Exchange Inc.","USD","58.64","PHP","-"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Equity","7,970,716.67","0.05","7,970,716.67","16,814,000.00","0.47","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"MARK","MASRAF AL RAYAN","Financials","Equity","7,967,244.85","0.05","7,967,244.85","12,011,900.00","0.66","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"135","KUNLUN ENERGY LTD","Utilities","Equity","7,965,672.96","0.05","7,965,672.96","8,180,000.00","0.97","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"6409","VOLTRONIC POWER TECHNOLOGY CORP","Industrials","Equity","7,915,597.33","0.05","7,915,597.33","139,000.00","56.95","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"1177","SINO BIOPHARMACEUTICAL LTD","Health Care","Equity","7,914,977.94","0.05","7,914,977.94","21,171,750.00","0.37","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"CBQK","COMMERCIAL BANK OF QATAR","Financials","Equity","7,897,504.43","0.05","7,897,504.43","6,657,748.00","1.19","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"2333","GREAT WALL MOTOR COMPANY LTD H","Consumer Discretionary","Equity","7,845,913.71","0.05","7,845,913.71","4,662,000.00","1.68","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"1590","AIRTAC INTERNATIONAL GROUP","Industrials","Equity","7,772,150.40","0.05","7,772,150.40","296,526.00","26.21","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"KCHOL.E","KOC HOLDING A","Industrials","Equity","7,745,866.87","0.05","7,745,866.87","1,546,553.00","5.01","Turkey","Istanbul Stock Exchange","USD","35.56","TRY","-"
"2618","EVA AIRWAYS CORP","Industrials","Equity","7,720,847.06","0.05","7,720,847.06","5,335,000.00","1.45","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"PHOENIXLTD","PHOENIX MILLS LTD","Real Estate","Equity","7,713,571.74","0.05","7,713,571.74","406,469.00","18.98","India","National Stock Exchange Of India","USD","86.61","INR","-"
"AMBUJACEM","AMBUJA CEMENTS LTD","Materials","Equity","7,707,753.25","0.05","7,707,753.25","1,244,883.00","6.19","India","National Stock Exchange Of India","USD","86.61","INR","-"
"COMI","COMMERCIAL INTERNATIONAL BANK EGYP","Financials","Equity","7,704,967.78","0.05","7,704,967.78","5,089,520.00","1.51","Egypt","Egyptian Exchange","USD","50.40","EGP","-"
"TORNTPHARM","TORRENT PHARMACEUTICALS LTD","Health Care","Equity","7,677,557.83","0.05","7,677,557.83","209,444.00","36.66","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ALE","ALLEGRO SA","Consumer Discretionary","Equity","7,622,533.17","0.05","7,622,533.17","1,170,748.00","6.51","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.13","PLN","-"
"RICHTER","GEDEON RICHTER","Health Care","Equity","7,608,057.33","0.05","7,608,057.33","285,007.00","26.69","Hungary","Budapest Stock Exchange","USD","400.83","HUF","-"
"2474","CATCHER TECHNOLOGY LTD","Information Technology","Equity","7,569,130.16","0.05","7,569,130.16","1,249,210.00","6.06","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"ADANIPOWER","ADANI POWER LTD","Utilities","Equity","7,548,729.83","0.05","7,548,729.83","1,185,916.00","6.37","India","National Stock Exchange Of India","USD","86.61","INR","-"
"5110","SAUDI ELECTRICITY","Utilities","Equity","7,538,728.06","0.05","7,538,728.06","1,685,656.00","4.47","Saudi Arabia","Saudi Stock Exchange","USD","3.75","SAR","-"
"TRUE.R","TRUE CORPORATION NON-VOTING DR PCL","Communication","Equity","7,484,768.95","0.05","7,484,768.95","21,319,220.00","0.35","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"PFBCOLOM","BANCOLOMBIA PREF SA","Financials","Equity","7,479,049.45","0.05","7,479,049.45","933,417.00","8.01","Colombia","Bolsa De Valores De Colombia","USD","4,338.20","COP","-"
"2609","YANG MING MARINE TRANSPORT CORP","Industrials","Equity","7,453,481.34","0.05","7,453,481.34","3,567,000.00","2.09","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"GAMUDA","GAMUDA","Industrials","Equity","7,436,278.74","0.05","7,436,278.74","7,902,800.00","0.94","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"RAIL3","RUMO SA","Industrials","Equity","7,423,035.50","0.05","7,423,035.50","2,625,502.00","2.83","Brazil","XBSP","USD","6.04","BRL","-"
"015760","KOREA ELECTRIC POWER CORP","Utilities","Equity","7,403,658.64","0.05","7,403,658.64","520,165.00","14.23","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"2018","AAC TECHNOLOGIES HOLDINGS INC","Information Technology","Equity","7,397,529.53","0.05","7,397,529.53","1,599,500.00","4.62","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"018260","SAMSUNG SDS LTD","Information Technology","Equity","7,349,244.44","0.05","7,349,244.44","86,404.00","85.06","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"034730","SK INC","Industrials","Equity","7,324,744.52","0.05","7,324,744.52","72,741.00","100.70","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"3653","JENTECH PRECISION INDUSTRIAL LTD","Information Technology","Equity","7,312,113.71","0.05","7,312,113.71","179,000.00","40.85","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"RNI","REINET INVESTMENTS S.C.A.","Financials","Equity","7,300,311.52","0.05","7,300,311.52","286,325.00","25.50","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"BHARATFORG","BHARAT FORGE LTD","Consumer Discretionary","Equity","7,291,509.87","0.05","7,291,509.87","522,996.00","13.94","India","National Stock Exchange Of India","USD","86.61","INR","-"
"601288","AGRICULTURAL BANK OF CHINA LTD A","Financials","Equity","7,271,222.00","0.05","7,271,222.00","10,551,623.00","0.69","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"AUROPHARMA","AUROBINDO PHARMA LTD","Health Care","Equity","7,269,961.00","0.05","7,269,961.00","534,350.00","13.61","India","National Stock Exchange Of India","USD","86.61","INR","-"
"352820","HYBE LTD","Communication","Equity","7,239,661.49","0.05","7,239,661.49","47,223.00","153.31","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"1816","CGN POWER LTD H","Utilities","Equity","7,240,539.83","0.05","7,240,539.83","22,544,000.00","0.32","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"RDOR3","REDE DOR SAO LUIZ SA","Health Care","Equity","7,229,630.24","0.05","7,229,630.24","1,634,205.00","4.42","Brazil","XBSP","USD","6.04","BRL","-"
"VOD","VODACOM GROUP LTD","Communication","Equity","7,214,427.06","0.05","7,214,427.06","1,288,832.00","5.60","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"1099","SINOPHARM GROUP LTD H","Health Care","Equity","7,201,896.21","0.05","7,201,896.21","2,748,000.00","2.62","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"268","KINGDEE INT L SOFTWARE GROUP LTD","Information Technology","Equity","7,188,670.28","0.05","7,188,670.28","6,395,000.00","1.12","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"ASHOKLEY","ASHOK LEYLAND LTD","Industrials","Equity","7,160,460.45","0.05","7,160,460.45","3,001,924.00","2.39","India","National Stock Exchange Of India","USD","86.61","INR","-"
"ISCTR.E","TURKIYE IS BANKASI C","Financials","Equity","7,154,158.42","0.05","7,154,158.42","17,815,132.00","0.40","Turkey","Istanbul Stock Exchange","USD","35.56","TRY","-"
"SUNDARMFIN","SUNDARAM FINANCE LTD","Financials","Equity","7,150,473.63","0.05","7,150,473.63","135,806.00","52.65","India","National Stock Exchange Of India","USD","86.61","INR","-"
"PPH","PEPKOR HOLDINGS SHS LTD","Consumer Discretionary","Equity","7,089,548.94","0.05","7,089,548.94","4,835,605.00","1.47","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"CDR","CD PROJEKT SA","Communication","Equity","7,034,078.31","0.05","7,034,078.31","133,031.00","52.88","Poland","Warsaw Stock Exchange/Equities/Main Market","USD","4.13","PLN","-"
"601166","INDUSTRIAL BANK LTD A","Financials","Equity","7,020,768.23","0.05","7,020,768.23","2,585,442.00","2.72","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"APN","ASPEN PHARMACARE LTD","Health Care","Equity","7,015,548.59","0.05","7,015,548.59","769,505.00","9.12","South Africa","Johannesburg Stock Exchange","USD","18.70","ZAR","-"
"011200","HMM LTD","Industrials","Equity","6,975,061.46","0.04","6,975,061.46","523,345.00","13.33","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"TCELL.E","TURKCELL ILETISIM HIZMETLERI A","Communication","Equity","6,954,793.35","0.04","6,954,793.35","2,465,710.00","2.82","Turkey","Istanbul Stock Exchange","USD","35.56","TRY","-"
"SCC.R","SIAM CEMENT NON-VOTING DR PCL","Materials","Equity","6,943,391.85","0.04","6,943,391.85","1,534,000.00","4.53","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"IHH","IHH HEALTHCARE","Health Care","Equity","6,934,992.23","0.04","6,934,992.23","4,370,500.00","1.59","Malaysia","Bursa Malaysia","USD","4.51","MYR","-"
"3702","WPG HOLDINGS LTD","Information Technology","Equity","6,923,840.79","0.04","6,923,840.79","3,247,449.00","2.13","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"MPHASIS","MPHASIS LTD","Information Technology","Equity","6,913,183.06","0.04","6,913,183.06","212,534.00","32.53","India","National Stock Exchange Of India","USD","86.61","INR","-"
"042700","HANMI SEMICONDUCTOR LTD","Information Technology","Equity","6,900,864.29","0.04","6,900,864.29","89,426.00","77.17","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"1193","CHINA RESOURCES GAS GROUP LTD","Utilities","Equity","6,893,362.62","0.04","6,893,362.62","1,940,600.00","3.55","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"BAJAJHLDNG","BAJAJ HOLDINGS AND INVESTMENT LTD","Financials","Equity","6,874,630.55","0.04","6,874,630.55","55,120.00","124.72","India","National Stock Exchange Of India","USD","86.61","INR","-"
"1476","ECLAT TEXTILE LTD","Consumer Discretionary","Equity","6,864,172.45","0.04","6,864,172.45","426,427.00","16.10","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"VIVT3","TELEFONICA BRASIL SA","Communication","Equity","6,847,935.75","0.04","6,847,935.75","842,059.00","8.13","Brazil","XBSP","USD","6.04","BRL","-"
"3443","GLOBAL UNICHIP CORP","Information Technology","Equity","6,845,757.85","0.04","6,845,757.85","184,000.00","37.21","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"601398","INDUSTRIAL AND COMMERCIAL BANK OF","Financials","Equity","6,840,151.72","0.04","6,840,151.72","7,583,462.00","0.90","China","Shanghai Stock Exchange","USD","7.33","CNY","-"
"1171","YANKUANG ENERGY GROUP COMPANY LTD","Energy","Equity","6,794,404.72","0.04","6,794,404.72","6,602,660.00","1.03","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","Jan 01, 1998"
"OPAP","GREEK ORGANISATION OF FOOTBALL PRO","Consumer Discretionary","Equity","6,783,477.38","0.04","6,783,477.38","409,786.00","16.55","Greece","Athens Exchange S.A. Cash Market","USD","0.97","EUR","-"
"GCARSOA1","GRUPO CARSO SERIES A1","Industrials","Equity","6,774,431.23","0.04","6,774,431.23","1,199,941.00","5.65","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"914","ANHUI CONCH CEMENT LTD H","Materials","Equity","6,748,302.60","0.04","6,748,302.60","2,489,500.00","2.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"BH.R","BUMRUNGRAD HOSPITAL NON-VOTING DR","Health Care","Equity","6,723,481.79","0.04","6,723,481.79","1,206,900.00","5.57","Thailand","Stock Exchange Of Thailand","USD","34.47","THB","-"
"2353","ACER","Information Technology","Equity","6,709,425.63","0.04","6,709,425.63","5,883,121.00","1.14","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"PAGEIND","PAGE INDUSTRIES LTD","Consumer Discretionary","Equity","6,704,130.47","0.04","6,704,130.47","12,596.00","532.24","India","National Stock Exchange Of India","USD","86.61","INR","-"
"AMMN","AMMAN MINERAL INTERNASIONAL","Materials","Equity","6,687,100.06","0.04","6,687,100.06","13,224,700.00","0.51","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"2338","WEICHAI POWER LTD H","Industrials","Equity","6,678,747.94","0.04","6,678,747.94","3,908,800.00","1.71","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"SM","SM INVESTMENTS CORP","Industrials","Equity","6,670,772.85","0.04","6,670,772.85","468,472.00","14.24","Philippines","Philippine Stock Exchange Inc.","USD","58.64","PHP","-"
"086280","HYUNDAI GLOVIS LTD","Industrials","Equity","6,668,360.26","0.04","6,668,360.26","76,547.00","87.11","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"AMRT","PT SUMBER ALFARIA TRIJAYA","Consumer Staples","Equity","6,665,939.02","0.04","6,665,939.02","38,411,300.00","0.17","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"3311","CHINA STATE CONSTRUCTION INTERNATI","Industrials","Equity","6,664,297.69","0.04","6,664,297.69","4,266,000.00","1.56","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"QGTS","QATAR GAS TRANSPORT COMPANY LTD","Energy","Equity","6,645,523.50","0.04","6,645,523.50","5,517,982.00","1.20","Qatar","Qatar Exchange","USD","3.64","QAR","-"
"BIMBOA","GRUPO BIMBO A","Consumer Staples","Equity","6,634,459.59","0.04","6,634,459.59","2,634,046.00","2.52","Mexico","Bolsa Mexicana De Valores","USD","20.69","MXN","-"
"BSE","BSE LTD","Financials","Equity","6,625,844.82","0.04","6,625,844.82","95,664.00","69.26","India","National Stock Exchange Of India","USD","86.61","INR","-"
"TPIA","CHANDRA ASRI PACIFIC","Materials","Equity","6,569,092.58","0.04","6,569,092.58","15,926,400.00","0.41","Indonesia","Indonesia Stock Exchange","USD","16,365.00","IDR","-"
"2801","CHANG HWA COMMERCIAL BANK LTD","Financials","Equity","6,566,858.44","0.04","6,566,858.44","11,945,696.00","0.55","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"3481","INNOLUX CORP","Information Technology","Equity","6,565,322.79","0.04","6,565,322.79","15,495,809.00","0.42","Taiwan","Taiwan Stock Exchange","USD","32.93","TWD","-"
"APLAPOLLO","APL APOLLO TUBES LTD","Materials","Equity","6,564,862.23","0.04","6,564,862.23","362,120.00","18.13","India","National Stock Exchange Of India","USD","86.61","INR","-"
"BELA","JUMBO SA","Consumer Discretionary","Equity","6,559,406.34","0.04","6,559,406.34","255,938.00","25.63","Greece","Athens Exchange S.A. Cash Market","USD","0.97","EUR","-"
"3800","GCL TECHNOLOGY HOLDINGS LTD","Information Technology","Equity","6,549,183.90","0.04","6,549,183.90","43,947,000.00","0.15","China","Hong Kong Exchanges And Clearing Ltd","USD","7.78","HKD","-"
"CMIG4","CIA ENERGETICA DE MINAS GERAIS PRE","Utilities","Equity","6,543,137.48","0.04","6,543,137.48","3,776,754.00","1.73","Brazil","XBSP","USD","6.04","BRL","-"
"DABUR","DABUR INDIA LTD","Consumer Staples","Equity","6,505,029.47","0.04","6,505,029.47","1,071,002.00","6.07","India","National Stock Exchange Of India","USD","86.61","INR","-"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Equity","6,500,825.55","0.04","6,500,825.55","136,551,195.00","0.05","Chile","Santiago Stock Exchange","USD","1,008.25","CLP","-"
"042660","HANWHA OCEAN LTD","Industrials","Equity","6,483,903.49","0.04","6,483,903.49","186,441.00","34.78","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"INDUSINDBK","INDUSIND BANK LTD","Financials","Equity","6,458,986.75","0.04","6,458,986.75","576,150.00","11.21","India","National Stock Exchange Of India","USD","86.61","INR","-"
"003670","POSCO FUTURE M LTD","Industrials","Equity","6,456,028.54","0.04","6,456,028.54","62,788.00","102.82","Korea (South)","Korea Exchange (Stock Market)","USD","1,457.85","KRW","-"
"MRF","MRF LTD","Consumer Discretionary","Equity","6,449,327.82","0.04","6,449,327.82","4,902.00","1,315.65","India","National Stock Exchange Of India","USD","86.61","INR","-"
